Age,hhi_norm,entropy_norm,entity,threshold,threshold_label
1,0.1557082080807163,2.119780899820371,Publisher,10.0,>= 10 games
2,0.14710877713341464,2.1796773333150923,Publisher,10.0,>= 10 games
3,0.14749870864731204,2.1885461195608396,Publisher,10.0,>= 10 games
4,0.15140714335898756,2.180461448641035,Publisher,10.0,>= 10 games
5,0.15434109920380762,2.190511488076859,Publisher,10.0,>= 10 games
6,0.14971899714105882,2.220047932025447,Publisher,10.0,>= 10 games
7,0.14587345456548972,2.2477930201129985,Publisher,10.0,>= 10 games
8,0.1416433226207875,2.270006748021756,Publisher,10.0,>= 10 games
9,0.142471112346211,2.2952702470670543,Publisher,10.0,>= 10 games
10,0.14817359333263527,2.284166869640206,Publisher,10.0,>= 10 games
11,0.14887077084171874,2.2639140418722152,Publisher,10.0,>= 10 games
12,0.15230007152686492,2.2659690797260437,Publisher,10.0,>= 10 games
13,0.14417778656938474,2.3148152673240365,Publisher,10.0,>= 10 games
14,0.15306907640521675,2.2727088256462986,Publisher,10.0,>= 10 games
15,0.15508709995769795,2.3282412673867867,Publisher,10.0,>= 10 games
16,0.14508045833603084,2.3528449054234084,Publisher,10.0,>= 10 games
17,0.1444961650325809,2.3406702616915753,Publisher,10.0,>= 10 games
18,0.14201318033551882,2.3758616697001,Publisher,10.0,>= 10 games
19,0.15862692268901232,2.3550022445552043,Publisher,10.0,>= 10 games
20,0.1424854000150552,2.395751901005211,Publisher,10.0,>= 10 games
21,0.14147379879060756,2.3452461270683966,Publisher,10.0,>= 10 games
22,0.16657228508841207,2.2875179893696056,Publisher,10.0,>= 10 games
23,0.15688697331143814,2.332221177901698,Publisher,10.0,>= 10 games
24,0.1567299414475996,2.321008498541051,Publisher,10.0,>= 10 games
25,0.1630815120980386,2.2902937618639307,Publisher,10.0,>= 10 games
26,0.14119062896453755,2.4133648613725134,Publisher,10.0,>= 10 games
27,0.14399741088499965,2.368282444565886,Publisher,10.0,>= 10 games
28,0.1348051783670489,2.4483155883405376,Publisher,10.0,>= 10 games
29,0.14010547510538077,2.4349265570668264,Publisher,10.0,>= 10 games
30,0.14864658611673193,2.47803007793289,Publisher,10.0,>= 10 games
